GEO2010,1970,1980,1990,2000,2010,seqC1,seqC2
06037920018,9,9,9,9,3,2,5
06037910301,4,9,9,9,9,2,1
06037106020,9,9,9,3,3,2,5
06037920034,9,9,9,9,10,2,5
06037310400,3,3,3,3,9,2,5
06037550000,3,1,3,3,4,5,1
06037550100,3,3,3,3,3,1,5
06037551000,9,3,3,3,4,3,5
06037552200,1,10,10,4,3,5,9
06037552100,3,3,3,3,1,2,5
06037551900,9,9,3,3,1,3,5
06037553902,4,4,4,4,3,2,10
06037403500,6,6,6,6,4,2,3
06037461400,3,3,7,5,3,5,1
06037920017,9,9,9,9,9,1,5
06037310900,3,3,3,3,3,1,5
06037311200,3,3,3,3,9,2,5
06037311500,3,3,3,7,3,3,5
06037311400,3,3,3,3,3,1,5
06037800325,9,9,6,6,9,3,3
06037238000,8,8,8,8,2,2,8
06037240500,2,2,2,2,6,2,8
06037240900,2,2,2,2,7,2,8
06037240800,2,2,2,2,7,2,8
06037125600,6,3,6,6,1,5,4
06037262200,6,6,6,6,7,2,3
06037242100,2,2,2,2,6,2,8
06037241110,2,2,2,2,7,2,8
06037241300,8,8,2,2,10,3,8
06037241120,2,2,2,2,7,2,8
06037241400,2,2,2,2,10,2,8
06037242000,2,2,2,2,6,2,8
06037464000,6,7,6,6,1,5,4
06037464100,6,6,6,6,1,2,3
06037191710,7,10,10,10,7,3,9
06037191203,7,10,10,10,7,3,9
06037930200,9,3,3,5,6,5,1
06037910202,9,9,9,9,9,1,5
06037481711,1,1,10,1,3,5,7
06037480600,7,7,7,7,1,2,6
06037480302,7,7,1,1,3,3,7
06037504001,9,3,3,3,4,3,5
06037532200,4,4,4,4,4,1,10
06037503701,9,9,3,3,4,3,5
06037500900,3,4,3,3,3,3,5
06037432202,3,3,3,3,6,2,5
06037500800,3,4,3,3,4,5,1
06037500700,3,3,3,3,4,2,5
06037543602,9,5,9,3,1,4,1
06037106642,9,9,6,6,6,2,3
06037543801,4,9,3,3,4,5,1
06037543802,4,4,3,3,3,2,10
06037541300,8,2,8,8,3,5,8
06037541200,8,8,8,8,3,2,8
06037541604,4,2,2,2,4,3,8
06037199400,4,4,4,4,4,1,10
06037199300,3,4,4,4,4,2,10
06037199900,4,4,4,10,10,2,9
06037199201,4,4,10,10,4,3,7
06037199800,4,4,4,4,4,1,10
06037201200,4,4,4,4,10,2,10
06037201301,4,4,4,4,10,2,10
06037201110,4,4,4,4,10,2,10
06037201302,4,1,5,1,10,4,1
06037201503,4,4,4,4,10,2,10
06037620521,4,1,1,1,1,2,7
06037620522,4,1,1,9,3,5,2
06037620701,4,1,9,9,6,5,1
06037620602,4,9,3,3,1,5,1
06037621002,1,1,6,6,1,3,3
06037620601,1,1,1,1,1,1,7
06037621001,3,1,6,6,3,5,4
06037620501,4,3,3,9,3,5,1
06037621102,1,1,7,6,6,3,1
06037620702,4,9,9,9,6,3,1
06037621301,1,1,6,6,6,2,3
06037930401,9,9,6,6,7,3,3
06037920102,5,5,9,9,4,3,1
06037221401,8,8,8,2,4,3,8
06037221304,10,10,10,10,4,2,9
06037221303,10,10,10,10,4,2,9
06037219902,8,8,8,10,4,3,8
06037218702,8,8,8,8,10,2,8
06037218701,8,8,8,8,10,2,8
06037217002,7,7,7,7,10,2,6
06037217001,7,7,7,7,10,2,6
06037216402,7,7,7,7,10,2,6
06037216401,7,7,7,7,10,2,6
06037215102,7,7,7,7,10,2,6
06037215101,7,7,7,7,8,2,6
06037214501,7,7,7,7,2,2,6
06037212702,7,7,7,7,1,2,6
06037212502,7,10,10,10,1,3,9
06037574800,6,7,6,6,6,3,4
06037599000,5,5,5,5,10,2,4
06037577603,6,6,6,6,4,2,3
06037577400,7,7,7,7,4,2,6
06037577300,7,7,7,7,10,2,6
06037502902,4,4,4,4,4,1,10
06037555202,9,9,3,3,1,3,5
06037920037,9,5,9,1,3,4,1
06037920031,5,9,9,3,4,5,1
06037920111,5,9,9,9,10,3,1
06037310300,3,3,3,6,9,3,5
06037310701,1,1,1,7,3,3,7
06037310702,1,1,1,7,1,3,7
06037310800,3,3,3,1,3,3,5
06037311100,3,3,3,3,9,2,5
06037311000,3,3,3,3,3,1,5
06037311300,3,3,3,3,9,2,5
06037277400,1,1,5,10,10,3,1
06037310703,1,1,1,1,1,1,7
06037406300,6,9,6,9,1,4,1
06037800324,9,9,9,9,9,1,5
06037800326,9,9,6,6,9,3,3
06037404401,4,4,4,4,3,2,10
06037404302,4,4,4,4,3,2,10
06037404301,4,4,4,4,9,2,10
06037406102,1,1,1,1,3,2,7
06037401002,3,3,3,3,10,2,5
06037400800,3,9,5,7,4,4,4
06037181600,3,3,1,1,4,3,7
06037242200,2,2,2,2,7,2,8
06037242300,2,2,2,2,7,2,8
06037242600,2,2,2,2,7,2,8
06037242700,2,2,2,2,7,2,8
06037243000,2,2,2,2,7,2,8
06037261101,6,6,6,6,7,2,3
06037261102,6,6,6,6,7,2,3
06037243100,2,2,2,2,7,2,8
06037273700,3,3,3,6,10,3,5
06037273600,3,1,6,6,4,5,4
06037273200,2,10,10,1,4,5,9
06037273300,2,10,10,1,4,5,9
06037273800,1,1,7,7,3,3,7
06037480903,1,1,1,3,3,2,7
06037191120,7,10,10,10,7,3,9
06037480902,1,1,1,10,3,3,7
06037482502,4,4,4,4,3,2,10
06037480702,6,9,6,6,4,5,4
06037480400,7,7,7,1,3,3,6
06037480804,3,3,1,1,4,3,7
06037480704,7,7,7,7,4,2,6
06037480202,6,6,6,6,3,2,3
06037122200,4,4,4,4,7,2,10
06037122000,9,9,3,3,10,3,5
06037502401,3,3,3,3,3,1,5
06037120400,3,1,1,1,1,2,7
06037502901,9,9,3,3,4,3,5
06037550800,3,3,3,3,4,2,5
06037550500,3,3,3,3,4,2,5
06037531502,4,4,4,4,4,1,10
06037540000,4,4,4,4,4,1,10
06037541700,3,8,4,4,4,3,9
06037541801,3,4,4,4,4,2,10
06037543305,9,8,8,9,1,5,1
06037543502,4,4,3,3,1,3,7
06037542601,2,2,2,2,3,2,8
06037542602,2,2,2,2,3,2,8
06037542800,8,8,8,8,1,2,8
06037542700,2,2,2,2,3,2,8
06037542900,4,4,2,4,1,5,2
06037201501,4,4,4,4,2,2,10
06037201402,3,3,3,3,10,2,5
06037203300,10,10,4,10,7,5,2
06037203500,10,10,10,10,7,2,9
06037203710,4,4,4,4,10,2,10
06037203200,4,4,4,4,7,2,10
06037204410,10,10,10,10,10,1,9
06037203800,4,4,4,4,10,2,10
06037204420,10,10,10,10,10,1,9
06037204110,4,4,4,4,10,2,10
06037204300,4,4,4,4,10,2,10
06037621400,1,1,6,6,6,2,3
06037103200,3,3,3,3,9,2,5
06037650001,9,3,3,3,6,3,5
06037103102,3,3,3,3,10,2,5
06037650300,1,1,1,3,3,2,7
06037650101,9,3,3,3,6,3,5
06037216200,7,7,7,7,10,2,6
06037216300,7,7,7,7,10,2,6
06037216900,8,8,8,8,10,2,8
06037216700,7,8,8,8,10,3,8
06037216800,7,7,7,7,2,2,6
06037211921,7,7,10,10,7,3,7
06037211201,7,10,10,10,1,3,9
06037209104,7,10,10,10,10,2,9
06037209103,7,10,10,10,10,2,9
06037208802,7,10,10,10,1,3,9
06037208801,7,10,10,10,10,2,9
06037208502,1,10,10,10,1,3,9
06037208402,10,10,10,10,7,2,9
06037208401,10,10,10,10,10,1,9
06037208302,10,10,10,10,10,1,9
06037206032,2,2,10,10,10,2,8
06037920012,5,5,1,9,3,5,4
06037910001,2,4,9,9,9,3,1
06037901213,5,5,1,9,9,3,4
06037901209,5,5,5,5,3,2,4
06037576904,7,10,10,10,3,3,9
06037573004,7,10,10,10,10,2,9
06037571703,1,1,4,4,7,3,7
06037576901,7,10,10,10,8,3,9
06037575101,10,10,10,10,5,2,9
06037575001,1,3,1,1,6,5,2
06037574902,1,7,1,1,6,5,2
06037574300,3,3,3,3,10,2,5
06037900602,9,9,4,2,2,3,1
06037900606,9,9,9,4,4,2,5
06037900605,9,9,5,5,10,3,1
06037920013,9,9,9,9,9,1,5
06037300701,6,6,6,6,10,2,3
06037300702,6,6,6,6,1,2,3
06037300600,3,3,6,1,1,3,1
06037300502,1,1,1,1,10,2,7
06037123103,1,1,1,1,7,2,7
06037103101,9,3,3,3,10,3,5
06037106010,9,9,9,9,3,2,5
06037403702,9,9,9,3,3,2,5
06037403408,9,9,9,9,4,2,5
06037408501,4,9,4,4,6,5,2
06037408626,9,5,9,9,3,5,1
06037408402,9,9,3,3,1,3,5
06037431200,4,6,4,3,4,4,1
06037401001,9,9,6,3,4,5,1
06037401102,3,3,3,3,3,1,5
06037401101,9,9,3,1,4,5,1
06037401500,3,3,9,3,4,5,1
06037401203,9,9,9,3,4,3,5
06037401201,9,9,9,3,3,2,5
06037403902,9,3,3,3,3,2,5
06037404100,4,9,4,4,1,5,2
06037274100,1,1,6,5,1,5,1
06037275200,1,1,1,1,4,2,7
06037275400,3,3,3,6,4,3,5
06037275302,9,9,6,6,3,3,3
06037275311,1,1,3,3,3,2,7
06037276000,3,3,6,6,4,3,3
06037276100,7,7,7,1,4,3,6
06037276500,6,6,6,7,10,3,3
06037276400,3,3,6,6,4,3,3
06037276601,9,9,6,6,10,3,3
06037431002,1,1,3,3,4,3,7
06037190901,7,10,10,10,7,3,9
06037480703,7,7,7,6,4,3,6
06037430101,3,1,1,1,4,3,7
06037480011,1,1,1,1,1,1,7
06037400206,9,9,9,6,4,3,5
06037400302,9,9,9,9,3,2,5
06037481202,3,3,3,1,6,3,5
06037502602,3,1,4,4,3,5,2
06037502601,3,3,3,3,3,1,5
06037530003,9,3,3,3,4,3,5
06037117303,9,3,3,3,3,2,5
06037115301,9,9,6,6,10,3,3
06037503201,3,3,3,3,4,2,5
06037503302,9,1,1,4,4,3,2
06037540600,2,2,2,2,8,2,8
06037542501,2,2,2,2,3,2,8
06037543000,8,8,8,8,4,2,8
06037543503,9,3,3,3,4,3,5
06037543202,2,2,2,2,1,2,8
06037543400,4,4,4,3,3,2,10
06037543304,9,8,8,8,1,3,8
06037543201,2,2,2,8,10,3,8
06037203720,4,4,4,4,4,1,10
06037204120,4,4,4,4,10,2,10
06037204200,10,4,10,10,10,3,9
06037204600,4,4,4,4,10,2,10
06037203900,4,4,4,4,10,2,10
06037204700,4,4,4,4,10,2,10
06037204820,4,4,4,4,10,2,10
06037204910,4,4,4,4,10,2,10
06037205110,10,4,4,10,10,3,9
06037204810,4,4,4,4,10,2,10
06037124102,1,1,1,10,1,3,7
06037217200,8,8,8,8,10,2,8
06037217100,8,8,8,8,10,2,8
06037218210,8,8,8,10,10,2,8
06037218110,8,10,10,10,10,2,9
06037218120,8,10,10,10,10,2,9
06037188100,1,1,1,1,7,2,7
06037218300,8,8,8,8,8,1,8
06037218600,8,8,8,8,4,2,8
06037218220,8,8,8,8,8,1,8
06037218400,8,8,8,2,10,3,8
06037218500,8,8,8,8,10,2,8
06037218800,8,8,2,2,10,3,8
06037219500,3,8,8,8,10,3,8
06037219300,8,8,8,2,10,3,8
06037220000,8,8,8,8,10,2,8
06037554103,1,1,1,10,4,3,7
06037552301,4,9,4,4,3,5,2
06037433102,4,4,4,4,6,2,10
06037800328,9,9,9,9,9,1,5
06037800204,9,9,6,6,9,3,3
06037900607,9,9,9,4,2,3,5
06037900704,9,9,1,10,10,3,1
06037900703,9,9,1,1,4,3,7
06037900701,9,9,3,4,9,5,1
06037900705,9,9,1,5,9,5,1
06037900804,9,9,4,4,4,2,10
06037900806,3,3,3,10,9,3,5
06037900900,5,5,9,3,10,5,4
06037901003,9,9,9,3,9,3,5
06037920036,9,9,9,3,5,3,5
06037920029,9,9,9,9,9,1,5
06037920020,9,9,9,9,9,1,5
06037103400,3,3,3,3,6,2,5
06037104105,4,2,10,4,6,4,2
06037104201,8,4,4,4,6,3,10
06037104310,4,4,4,4,9,2,10
06037104701,2,4,2,10,9,4,8
06037530006,1,1,9,1,3,5,7
06037482701,3,3,3,3,3,1,5
06037481500,3,3,3,3,3,1,5
06037481604,1,1,1,1,3,2,7
06037481402,3,3,3,3,3,1,5
06037481603,1,1,1,1,9,2,7
06037481713,1,1,10,1,3,5,7
06037480500,6,6,6,6,1,2,3
06037408624,9,9,9,9,3,2,5
06037128500,1,7,7,7,3,3,2
06037430803,3,3,6,6,4,3,3
06037400205,9,9,9,6,1,3,5
06037408303,9,9,9,3,1,3,5
06037408625,9,9,9,3,1,3,5
06037408627,9,5,9,9,3,5,1
06037404402,4,4,4,3,3,2,10
06037400402,9,9,3,3,10,3,5
06037401311,3,9,9,9,4,3,1
06037401902,6,7,7,7,9,3,2
06037401901,7,7,7,7,9,2,6
06037401800,9,9,6,6,9,3,3
06037401703,9,1,1,1,9,3,7
06037277000,6,3,6,6,4,5,4
06037277100,9,3,3,3,3,2,5
06037143500,3,7,7,7,3,3,2
06037143700,6,6,6,6,3,2,3
06037141600,6,6,6,6,10,2,3
06037143800,6,6,6,6,1,2,3
06037143902,6,7,6,6,10,5,4
06037143901,6,6,6,6,3,2,3
06037181500,3,3,3,3,1,2,5
06037181400,3,3,1,1,3,3,7
06037183620,1,4,4,1,7,5,2
06037183300,3,3,3,3,7,2,5
06037183510,4,4,4,3,6,3,10
06037183610,1,4,4,10,7,5,2
06037183520,4,4,4,10,6,3,10
06037183810,10,10,10,10,7,2,9
06037430302,3,3,3,3,4,2,5
06037430723,7,7,7,7,4,2,6
06037431100,2,4,4,4,4,2,10
06037533603,4,4,4,4,4,1,10
06037534101,4,4,4,4,3,2,10
