GEO2010,1970,1980,1990,2000,2010,seqC1,seqC2
06037550902,1,1,1,1,4,2,7
06037550901,1,1,1,1,4,2,7
06037262704,6,6,6,6,6,1,3
06037240401,2,2,2,2,6,2,8
06037237102,2,2,2,2,2,1,8
06037211704,7,7,7,10,7,3,6
06037211122,7,7,10,10,10,2,9
06037207103,10,10,10,10,10,1,9
06037194101,7,7,6,6,4,3,3
06037192001,7,7,7,7,1,2,6
06037190202,7,7,10,7,1,5,6
06037189903,7,7,7,7,7,1,6
06037143604,7,7,7,7,3,2,6
06037141101,7,7,7,7,3,2,6
06037534803,3,4,4,4,4,2,10
06037533902,4,4,4,4,4,1,10
06037534802,3,4,4,4,4,2,10
06037534406,10,10,10,4,4,2,9
06037534405,10,10,10,4,10,3,9
06037533703,4,4,4,4,4,1,10
06037533403,4,4,4,4,4,1,10
06037533402,4,4,4,4,4,1,10
06037533300,10,4,4,4,4,2,10
06037310100,6,9,6,6,6,3,4
06037113422,9,1,1,1,3,3,7
06037503602,9,9,3,3,4,3,5
06037502302,4,4,4,4,3,2,10
06037502700,3,4,3,3,4,5,1
06037502402,3,3,3,3,1,2,5
06037543321,9,8,8,8,3,3,8
06037541500,2,2,4,4,3,3,9
06037550300,4,3,3,3,4,3,5
06037542401,8,2,8,8,3,5,8
06037543702,4,4,4,3,4,3,10
06037541100,8,8,8,8,3,2,8
06037405500,3,3,3,3,3,1,5
06037405101,3,4,4,4,3,3,10
06037206010,10,10,10,10,10,1,9
06037207710,7,10,10,10,10,2,9
06037208000,10,10,10,10,10,1,9
06037208610,7,10,10,10,1,3,9
06037208620,7,10,10,10,10,2,9
06037208710,7,7,10,10,10,2,9
06037208902,7,10,10,10,10,2,9
06037602600,9,8,8,8,9,3,8
06037219800,2,2,2,10,10,2,8
06037219010,8,8,8,8,10,2,8
06037218900,8,8,8,2,10,3,8
06037220100,8,8,8,8,4,2,8
06037219700,8,8,8,8,10,2,8
06037221220,10,10,10,10,4,2,9
06037219020,8,8,8,8,10,2,8
06037221110,10,10,10,10,4,2,9
06037221120,10,10,10,10,4,2,9
06037221302,10,10,10,10,4,2,9
06037221500,2,10,2,10,4,4,8
06037221900,10,10,10,10,4,2,9
06037221820,10,10,10,10,4,2,9
06037221810,10,10,10,10,4,2,9
06037222100,8,2,2,2,4,3,8
06037222200,2,2,2,10,10,2,8
06037222600,2,2,2,2,4,2,8
06037536103,3,3,4,4,8,3,7
06037533002,4,4,4,4,4,1,10
06037480304,7,7,1,1,1,2,6
06037125501,7,7,7,7,7,1,6
06037125402,7,7,7,7,7,1,6
06037123901,3,1,1,1,1,2,7
06037121802,3,3,4,4,3,3,7
06037121801,3,3,4,4,10,3,7
06037119202,4,4,4,4,10,2,10
06037119201,9,9,3,3,1,3,5
06037119002,9,3,3,3,4,3,5
06037119001,9,9,3,3,3,2,5
06037117202,9,9,3,1,3,5,1
06037115404,1,1,1,1,10,2,7
06037115403,1,1,1,1,10,2,7
06037900803,9,9,4,4,9,3,7
06037900805,3,3,3,3,9,2,5
06037901101,4,9,9,9,9,2,1
06037901102,4,9,9,9,9,2,1
06037920015,9,9,9,9,5,2,5
06037104401,4,4,4,4,9,2,10
06037104620,4,4,4,4,9,2,10
06037104320,2,4,4,4,3,3,10
06037530902,4,4,4,4,10,2,10
06037530801,4,4,4,4,4,1,10
06037530901,4,4,4,4,10,2,10
06037531000,4,4,4,4,4,1,10
06037531101,4,4,4,4,4,1,10
06037531102,4,4,4,4,4,1,10
06037531201,4,4,4,4,4,1,10
06037531202,4,4,4,4,4,1,10
06037482301,4,4,4,4,4,1,10
06037481103,1,1,1,3,6,3,7
06037482401,4,4,4,4,4,1,10
06037482303,4,4,4,4,3,2,10
06037482522,3,1,9,9,4,5,1
06037530005,1,1,9,3,4,5,7
06037403312,9,9,9,9,4,2,5
06037408704,9,9,9,3,3,2,5
06037408211,9,9,1,9,6,5,1
06037408212,9,9,9,9,6,2,5
06037408302,9,9,3,3,7,3,5
06037401202,9,9,3,3,4,3,5
06037403802,9,9,9,9,4,2,5
06037401603,3,9,3,3,9,5,1
06037403901,9,9,3,3,3,2,5
06037404901,4,4,4,4,4,1,10
06037405900,9,9,3,3,1,3,5
06037405002,4,4,4,4,3,2,10
06037405102,3,4,4,4,3,3,10
06037183820,10,10,10,10,7,2,9
06037185100,3,3,3,3,7,2,5
06037185202,4,4,4,1,7,3,10
06037185310,4,4,4,4,10,2,10
06037186100,3,3,3,3,7,2,5
06037183220,3,3,4,4,6,3,7
06037533202,3,4,4,4,4,2,10
06037533502,4,4,4,4,4,1,10
06037533201,3,4,4,4,4,2,10
06037533503,4,4,4,4,4,1,10
06037533702,4,4,4,4,4,1,10
06037533803,1,4,4,4,4,2,10
06037534202,4,4,4,4,4,1,10
06037534804,3,4,4,4,2,3,10
06037531602,4,4,4,4,4,1,10
06037533901,4,4,4,4,4,1,10
06037534001,4,4,4,4,4,1,10
06037502500,3,4,4,4,4,2,10
06037530400,4,4,4,4,10,2,10
06037501200,3,3,3,3,4,2,5
06037501501,7,6,3,3,4,5,1
06037501400,3,4,4,4,3,3,10
06037501300,3,3,3,3,3,1,5
06037500201,6,3,6,3,3,5,4
06037500202,6,9,6,6,3,5,4
06037501503,7,7,1,1,3,3,7
06037501504,7,7,1,1,3,3,7
06037406411,9,9,3,3,3,2,5
06037406500,9,9,3,3,3,2,5
06037406412,9,9,3,3,3,2,5
06037189702,7,7,7,7,10,2,6
06037406601,9,9,3,3,4,3,5
06037406800,3,9,3,3,3,3,5
06037400604,1,9,9,1,4,5,1
06037404501,4,4,4,4,3,2,10
06037602900,3,4,4,4,6,3,10
06037602301,4,3,3,3,7,3,5
06037603704,4,4,10,10,3,3,7
06037620001,1,1,1,3,1,3,7
06037600302,2,8,8,8,3,3,8
06037603703,4,4,10,3,3,3,1
06037603900,4,4,4,1,3,3,10
06037603600,3,3,3,3,1,2,5
06037106114,9,4,9,4,3,4,1
06037222500,2,8,2,2,4,5,8
06037187300,7,1,1,1,10,3,7
06037224010,10,10,10,10,10,1,9
06037224020,10,10,10,10,2,2,9
06037224410,10,10,10,10,2,2,9
06037181300,3,3,3,3,3,1,5
06037224320,10,10,10,10,8,2,9
06037187200,3,4,4,4,7,3,10
06037224310,10,10,10,10,2,2,9
06037115104,6,9,7,10,3,4,4
06037113102,9,9,6,6,10,3,3
06037113101,9,9,6,6,3,3,3
06037111206,9,9,6,3,3,3,1
06037109604,9,9,3,3,6,3,5
06037109603,9,3,3,3,1,3,5
06037106648,9,9,4,4,3,3,7
06037106408,9,3,4,10,3,4,2
06037106407,3,3,4,10,1,5,1
06037106405,3,3,9,9,3,3,1
06037104821,4,4,4,4,3,2,10
06037104704,2,4,4,4,3,3,10
06037104703,2,4,4,4,3,3,10
06037104404,4,4,4,4,6,2,10
06037104124,9,4,9,3,6,4,1
06037910201,9,9,9,9,3,2,5
06037910402,9,4,1,10,9,4,2
06037910403,9,4,1,10,9,4,2
06037910501,4,1,4,2,9,4,2
06037910601,9,9,9,4,9,3,5
06037910502,4,1,4,10,9,4,2
06037910401,9,4,1,9,3,4,1
06037910603,9,9,9,9,4,2,5
06037531301,4,4,4,4,4,1,10
06037531603,4,4,4,4,4,1,10
06037531701,4,4,4,4,4,1,10
06037531604,4,4,4,4,4,1,10
06037531800,4,4,4,4,4,1,10
06037531702,4,4,4,4,4,1,10
06037531902,3,4,4,4,4,2,10
06037531901,3,4,4,4,4,2,10
06037106643,9,9,6,9,3,5,1
06037482600,9,9,3,3,3,2,5
06037134306,1,1,1,1,6,2,7
06037482800,3,3,3,3,3,1,5
06037431001,1,1,1,1,4,2,7
06037460100,6,6,6,6,3,2,3
06037432401,3,4,4,4,3,3,10
06037408629,9,5,9,9,3,5,1
06037404703,4,4,4,4,4,1,10
06037121900,3,3,4,4,10,3,7
06037122410,4,1,10,10,7,5,2
06037123010,4,4,4,4,7,2,10
06037122420,4,1,10,1,7,4,2
06037123020,4,4,4,4,7,2,10
06037123205,10,10,10,10,7,2,9
06037123203,10,10,10,10,1,2,9
06037123204,10,10,10,10,7,2,9
06037123520,1,1,1,1,10,2,7
06037123304,1,1,1,1,10,2,7
06037123303,1,1,1,1,7,2,7
06037123410,1,1,1,10,10,2,7
06037123301,1,5,1,1,7,5,2
06037900300,3,4,3,3,9,5,1
06037301203,7,7,7,7,1,2,6
06037700400,7,7,7,7,8,2,6
06037127220,1,1,1,10,1,3,7
06037702400,1,1,1,3,9,3,7
06037702801,1,1,7,1,4,5,7
06037186401,3,4,10,10,10,3,9
06037187102,3,3,3,3,10,2,5
06037189300,6,6,6,6,10,2,3
06037123420,1,1,1,10,10,2,7
06037189902,7,7,7,7,7,1,6
06037190301,7,7,7,7,10,2,6
06037190520,7,10,10,10,7,3,9
06037199700,4,4,4,10,4,3,10
06037190902,7,10,10,10,7,3,9
06037191110,7,10,10,10,6,3,9
06037191201,7,10,10,7,6,5,9
06037191204,7,10,10,10,7,3,9
06037535804,1,4,4,4,4,2,10
06037535803,1,4,4,4,4,2,10
06037535502,1,4,4,4,4,2,10
06037535701,3,4,4,4,4,2,10
06037535603,4,4,4,10,4,3,10
06037535501,1,4,4,10,8,5,2
06037535503,1,4,4,4,4,2,10
06037535604,4,4,4,4,4,1,10
06037535606,4,4,4,4,10,2,10
06037535902,3,3,4,3,4,5,1
06037535702,3,4,4,4,4,2,10
06037535901,3,3,4,4,4,2,10
06037551800,9,1,3,3,4,5,1
06037501700,6,3,3,3,3,2,5
06037190100,7,7,7,7,7,1,6
06037407200,4,4,3,4,3,5,2
06037407701,4,4,4,4,3,2,10
06037407702,4,4,4,3,3,2,10
06037402101,2,2,4,4,9,3,9
06037408135,4,9,9,9,3,3,1
06037408133,4,9,9,9,10,3,1
06037408202,4,4,4,4,6,2,10
06037407102,4,4,4,4,1,2,10
06037407302,4,4,3,3,3,2,10
06037407301,4,4,3,3,3,2,10
06037604100,4,4,4,4,1,2,10
06037601502,1,4,10,4,3,4,2
06037603101,1,1,1,1,6,2,7
06037603102,1,1,1,1,7,2,7
06037603200,9,3,3,3,6,3,5
06037603301,1,1,1,1,7,2,7
06037603302,1,1,1,3,7,3,7
06037603702,3,3,3,3,1,2,5
06037224420,10,10,10,10,10,1,9
06037224600,2,10,10,4,10,5,9
06037224700,7,10,5,10,4,4,2
06037226410,2,4,4,4,2,3,10
06037226420,2,4,4,4,2,3,10
06037226700,2,2,4,4,8,3,9
06037227010,2,2,4,4,8,3,9
06037650102,9,3,3,3,6,3,5
06037650200,9,3,3,3,6,3,5
06037650602,1,1,7,1,7,5,7
06037650502,9,9,3,3,7,3,5
06037650501,9,3,3,3,7,3,5
06037297202,4,1,1,1,7,3,7
06037297201,4,1,1,1,7,3,7
06037296902,1,1,1,1,3,2,7
06037296901,1,1,1,1,1,1,7
06037296402,3,3,3,3,6,2,5
06037296401,3,3,3,3,6,2,5
06037294302,4,4,4,4,3,2,10
06037102105,9,9,3,3,9,3,5
06037201602,4,4,4,3,10,3,10
06037201601,4,4,4,3,10,3,10
06037195903,7,1,1,1,4,3,7
06037195902,7,1,1,1,10,3,7
06037195901,7,1,1,1,10,3,7
06037195804,1,10,10,10,4,3,9
06037195803,1,10,10,10,10,2,9
06037195202,7,7,7,7,4,2,6
06037195201,7,7,7,7,1,2,6
06037910404,9,4,1,9,9,5,1
06037910602,9,9,9,5,9,3,5
06037269000,6,6,6,6,7,2,3
06037269500,6,6,6,6,6,1,3
06037269300,6,6,6,6,7,2,3
06037269700,1,1,1,1,7,2,7
06037269800,1,7,7,7,7,2,6
06037270100,7,7,7,7,6,2,6
06037480802,3,3,3,3,4,2,5
06037480901,1,1,1,1,4,2,7
06037531302,4,4,4,4,4,1,10
06037481001,7,1,1,1,3,3,7
06037481002,7,1,1,1,3,3,7
06037481102,1,1,1,1,3,2,7
06037480803,3,3,1,3,3,3,1
06037481902,3,1,1,1,3,3,7
06037430502,3,6,6,6,3,3,4
06037432300,3,6,3,3,8,5,1
06037432500,3,6,3,3,8,5,1
06037432602,3,3,4,4,6,3,7
06037432700,4,4,4,4,6,2,10
06037432801,1,10,10,4,6,5,9
06037432902,3,3,3,3,8,2,5
06037123510,1,1,1,1,10,2,7
06037123602,1,1,7,1,1,3,1
06037123700,3,3,3,3,10,2,5
06037123800,1,1,7,1,10,5,7
06037123601,1,1,1,1,1,1,7
06037124300,1,1,10,1,1,3,1
06037124500,1,1,6,6,10,3,3
06037127300,1,1,1,1,3,2,7
06037127400,1,1,1,1,1,1,7
06037127920,1,1,1,1,3,2,7
06037127910,1,1,1,10,3,3,7
06037128210,1,1,1,10,1,3,7
06037128400,1,3,1,3,3,5,1
06037134104,3,9,9,1,6,5,1
06037131400,1,1,1,1,10,2,7
06037131800,1,3,3,1,10,5,1
06037132300,3,1,1,5,7,5,2
06037702802,1,3,7,3,4,4,1
06037702502,3,1,7,7,4,5,2
06037702700,3,3,6,6,4,3,3
06037702803,4,1,1,1,4,3,7
06037127210,1,1,1,1,3,2,7
06037181000,3,3,6,3,3,3,1
06037191620,7,10,10,1,1,3,9
06037191720,7,10,10,10,7,3,9
06037191420,10,10,10,10,10,1,9
06037191500,7,10,1,10,1,4,2
06037191810,10,10,10,10,1,2,9
06037191410,10,10,10,10,10,1,9
06037191820,10,10,10,10,4,2,9
06037191610,7,10,10,10,7,3,9
06037192300,7,7,7,7,10,2,6
06037194200,7,7,6,6,4,3,3
06037201120,4,4,4,4,10,2,10
06037201504,4,4,4,4,10,2,10
06037104103,9,4,9,3,4,4,1
06037262301,6,6,6,6,7,2,3
06037400304,9,9,9,9,4,2,5
06037460800,6,6,6,6,7,2,3
06037535802,1,4,4,4,4,2,10
06037482521,3,1,3,3,3,3,5
06037540101,3,4,4,4,2,3,10
06037536102,3,3,3,3,2,2,5
06037536000,1,4,4,4,4,2,10
06037124201,3,3,3,3,1,2,5
06037535605,4,4,4,4,4,1,10
06037402102,9,9,4,4,9,3,7
06037402200,3,3,3,3,3,1,5
06037402301,1,4,4,4,3,3,10
06037403721,9,9,3,3,3,2,5
06037402702,1,1,10,10,3,3,7
06037402703,9,9,3,4,3,5,1
06037402600,3,3,1,4,3,5,1
06037402501,4,10,4,4,3,5,2
06037407101,4,4,4,4,3,2,10
06037189701,6,7,5,5,10,5,4
06037189600,7,7,7,7,10,2,6
06037189500,7,7,7,7,1,2,6
06037701202,7,7,7,7,3,2,6
06037700902,7,7,7,7,6,2,6
06037311600,7,7,7,7,3,2,6
06037700901,6,6,6,6,6,1,3
06037189400,7,7,6,7,7,3,6
06037702501,3,1,7,6,4,4,1
06037106112,9,9,3,3,3,2,5
06037555212,4,4,4,4,1,2,10
06037555103,9,9,9,1,4,3,5
06037555102,4,4,4,1,4,3,10
06037541400,2,2,2,2,3,2,8
06037555001,4,9,9,3,2,5,1
06037570100,9,3,3,3,4,3,5
06037570002,3,3,3,3,3,1,5
06037650603,9,9,6,3,7,5,1
06037650702,9,9,3,3,6,3,5
06037650800,1,3,9,9,6,5,1
06037650701,9,3,3,3,7,3,5
06037670001,3,3,3,3,6,2,5
06037651221,1,1,1,1,7,2,7
06037650902,4,1,1,1,7,3,7
06037651201,9,3,3,6,6,3,5
06037294301,4,4,4,4,6,2,10
06037293307,9,9,1,1,10,3,7
06037278102,6,7,6,6,3,5,4
06037980009,7,7,7,7,6,2,6
06037980008,1,1,1,1,6,2,7
06037980005,3,3,3,3,6,2,5
06037194402,7,7,7,7,4,2,6
06037194401,7,7,7,7,3,2,6
06037194102,7,7,6,6,10,3,3
06037192002,7,7,7,7,10,2,6
06037191902,7,7,7,7,7,1,6
06037191901,7,7,7,7,1,2,6
06037191302,7,10,10,10,1,3,9
06037191301,7,10,10,10,6,3,9
06037190802,7,10,10,10,6,3,9
06037189905,7,7,7,7,7,1,6
06037189202,7,7,7,7,10,2,6
06037189102,7,7,7,7,10,2,6
06037189101,7,7,7,7,10,2,6
06037270200,1,1,1,1,1,1,7
06037270300,8,8,8,8,10,2,8
06037271100,3,3,6,7,1,5,1
06037271400,9,3,6,6,10,5,4
06037271600,6,7,6,6,6,3,4
06037271500,6,6,6,6,6,1,3
06037271300,3,3,7,7,6,3,7
06037271200,3,1,7,7,3,5,2
06037271701,7,7,7,7,6,2,6
06037271801,1,7,7,7,7,2,6
06037271702,7,7,7,7,7,1,6
06037464200,6,6,6,6,1,2,3
06037139502,1,7,6,6,3,5,4
06037530204,3,1,1,4,4,3,2
06037530004,9,3,3,3,4,3,5
06037530202,3,3,3,3,4,2,5
06037530203,3,1,1,4,4,3,2
06037432601,3,3,4,4,6,3,7
06037432802,1,10,10,10,6,3,9
06037433401,4,4,4,4,10,2,10
06037433901,4,4,4,4,6,2,10
06037134303,9,9,3,3,6,3,5
06037433602,4,4,4,3,1,3,10
06037434001,4,4,4,4,1,2,10
06037433403,4,4,4,4,10,2,10
06037133000,3,3,3,3,6,2,5
06037132700,9,3,3,3,3,2,5
06037131900,3,3,3,3,1,2,5
06037133100,1,1,1,1,1,1,7
06037134101,9,9,9,3,6,3,5
06037134103,3,9,9,3,6,5,1
06037131300,9,9,3,3,10,3,5
06037134201,9,9,3,3,6,3,5
06037131100,9,3,3,3,10,3,5
06037131010,1,1,1,1,3,2,7
06037134304,1,1,1,3,1,3,7
06037134302,9,9,3,3,6,3,5
06037134305,1,1,1,10,1,3,7
06037134422,9,9,9,3,1,3,5
06037703002,6,9,6,8,1,4,4
06037231300,2,2,2,2,8,2,8
06037228710,2,2,2,2,8,2,8
06037228720,2,2,2,2,8,2,8
06037229100,2,2,2,4,8,3,8
06037229300,2,2,2,2,2,1,8
06037229410,2,2,2,4,8,3,8
06037229420,2,2,2,2,8,2,8
06037231800,2,2,2,10,8,3,8
06037231100,2,10,2,10,2,4,8
06037231900,8,2,2,2,8,3,8
06037231210,2,2,2,2,2,1,8
06037231720,2,2,10,2,8,5,8
06037232400,8,8,8,8,8,1,8
06037232300,8,8,8,2,2,2,8
06037232200,8,2,2,2,10,3,8
06037232110,2,2,2,2,10,2,8
06037125320,1,1,10,10,7,3,7
06037277200,1,1,1,10,10,2,7
06037291110,4,4,4,8,3,3,10
06037703001,6,7,7,7,10,3,2
06037231600,2,8,2,2,4,5,8
06037291120,4,4,4,2,4,3,10
06037125310,1,1,10,1,1,3,1
06037291130,4,4,4,3,1,3,10
06037124600,1,7,6,6,10,5,4
06037540400,2,2,2,4,8,3,8
06037535607,4,4,4,4,4,1,10
06037124000,6,7,6,6,1,5,4
06037532700,4,4,4,4,4,1,10
06037540502,4,2,4,10,8,4,2
06037540202,1,10,4,10,4,4,2
06037540501,4,2,4,4,4,3,9
06037540201,1,10,4,4,8,5,2
06037402801,10,4,4,4,1,3,10
06037402502,2,4,4,4,3,3,10
06037402402,3,3,5,1,3,5,1
06037402403,4,4,9,4,9,5,2
06037402902,4,4,4,4,3,2,10
06037403303,9,9,9,9,4,2,5
06037403000,4,4,4,4,4,1,10
06037192420,7,7,1,10,10,3,1
06037192410,7,7,1,7,10,5,6
06037192510,7,1,10,10,4,5,2
06037192520,7,1,10,10,10,3,9
06037192610,7,10,10,10,10,2,9
06037195400,7,7,7,7,3,2,6
06037192700,10,10,10,10,3,2,9
06037194300,6,6,6,6,4,2,3
06037192620,7,10,10,10,10,2,9
06037195600,1,10,1,10,4,4,2
06037195100,6,6,6,6,4,2,3
06037570001,3,3,3,3,3,1,5
06037570902,3,3,3,3,3,1,5
06037570701,3,3,3,3,4,2,5
06037571101,3,3,3,3,3,1,5
06037571300,9,3,3,3,3,2,5
06037570003,3,3,3,3,3,1,5
06037571102,3,3,3,3,3,1,5
06037555211,4,4,4,4,3,2,10
06037570202,3,3,4,4,4,2,10
06037503802,9,5,3,3,4,5,1
06037503801,9,9,3,3,4,3,5
06037503902,9,9,3,3,4,3,5
06037504002,9,9,3,3,4,3,5
06037480102,3,3,3,3,3,1,5
06037504101,9,4,3,3,4,5,1
06037980003,1,3,3,5,1,5,1
06037980002,4,4,4,4,10,2,10
06037980001,4,1,4,1,6,4,2
06037930301,5,5,5,5,6,2,4
06037920045,9,9,9,9,5,2,5
06037187101,3,3,3,3,1,2,5
06037186404,3,4,4,4,10,3,10
06037186403,3,4,4,4,1,3,10
06037186302,3,3,3,3,7,2,5
06037186203,3,3,1,1,10,3,7
06037186202,3,3,1,1,7,3,7
06037271802,1,7,7,1,6,5,2
06037272100,3,3,6,6,2,3,3
06037272302,1,1,7,1,10,5,7
06037272301,1,1,7,7,2,3,7
06037139802,6,9,6,6,3,5,4
06037185320,4,4,4,4,7,2,10
06037139801,6,9,6,6,3,5,4
06037135102,9,9,6,3,7,5,1
06037139702,6,6,6,6,1,2,3
06037700300,7,7,7,7,8,2,6
06037113213,9,9,9,9,10,2,5
06037530301,3,4,4,4,4,2,10
06037530302,3,4,4,4,4,2,10
06037532002,3,4,4,4,4,2,10
06037532101,3,4,4,10,4,5,2
06037138000,9,9,6,6,7,3,3
06037481714,1,1,10,1,3,5,7
06037481800,3,3,3,3,3,1,5
06037433200,4,4,4,4,3,2,10
06037433501,4,4,4,4,10,2,10
06037433402,4,4,4,4,10,2,10
06037433700,4,6,4,4,1,5,2
06037433601,4,3,4,3,7,4,1
06037134710,1,1,1,10,7,3,7
06037134520,1,1,10,10,6,3,7
06037134720,1,1,1,1,6,2,7
06037134800,9,9,3,3,6,3,5
06037134901,9,9,3,3,6,3,5
06037135111,1,7,3,3,7,5,1
06037135201,9,9,6,3,7,5,1
06037408628,9,5,9,9,3,5,1
06037408705,9,9,9,9,1,2,5
06037408703,9,9,9,9,6,2,5
06037406602,9,3,3,3,1,3,5
06037408800,2,10,10,10,3,3,9
06037232600,2,8,8,2,8,5,8
06037232500,2,8,2,2,8,5,8
06037232800,2,2,2,2,8,2,8
06037232700,2,2,2,2,8,2,8
06037234300,8,8,8,8,8,1,8
06037234700,8,8,8,8,4,2,8
06037234800,8,8,8,8,4,2,8
06037235100,8,8,8,8,10,2,8
06037234600,8,8,8,8,4,2,8
06037234000,8,8,8,8,2,2,8
06037235202,8,8,8,2,2,2,8
06037235201,8,8,8,8,4,2,8
06037703100,8,8,8,8,4,2,8
06037700600,6,6,6,6,9,2,3
06037703200,8,8,8,8,2,2,8
06037701502,7,7,7,7,6,2,6
06037620002,1,1,1,1,1,1,7
06037533701,4,4,4,4,4,1,10
06037191000,7,10,10,10,6,3,9
06037533107,1,4,4,4,4,2,10
06037534302,4,4,4,4,4,1,10
06037532500,4,10,4,4,4,3,9
06037534404,4,4,4,4,4,1,10
06037481201,3,3,1,3,3,3,1
06037533401,4,4,4,4,4,1,10
06037123206,10,10,10,4,7,3,9
06037534201,4,4,4,4,3,2,10
06037534900,4,4,4,4,8,2,10
06037430801,1,1,1,1,1,1,7
06037430724,7,7,7,7,4,2,6
06037403304,9,9,9,9,4,2,5
06037195500,7,1,1,7,4,5,2
06037195720,10,10,10,10,3,2,9
06037195710,10,10,10,10,3,2,9
06037197410,3,1,1,1,4,3,7
06037195802,1,10,10,10,1,3,9
06037197300,10,10,10,1,10,3,9
06037197200,3,4,3,3,4,5,1
06037542502,2,2,2,2,1,2,8
06037543703,4,9,3,3,3,3,5
06037571000,3,3,3,3,3,1,5
06037570204,4,1,10,4,2,4,2
06037570303,1,1,4,4,3,3,7
06037555104,9,9,9,1,6,3,5
06037570502,3,3,3,4,10,3,5
06037570402,3,4,4,8,4,5,2
06037570501,3,3,3,4,2,3,5
06037570603,1,1,1,2,10,3,7
06037570301,1,1,1,10,4,3,7
06037570602,1,1,4,4,10,3,7
06037570304,1,1,4,10,2,5,7
06037504102,3,9,4,3,4,4,1
06037480002,6,3,6,6,10,5,4
06037620102,4,1,1,1,3,3,7
06037293301,3,9,9,3,1,5,1
06037300100,9,9,6,6,7,3,3
06037300501,1,1,1,3,10,3,7
06037101400,3,3,3,3,3,1,5
06037480303,7,7,1,1,3,3,7
06037463602,7,7,7,7,1,2,6
06037463601,7,7,7,7,3,2,6
06037462302,1,10,10,1,1,3,9
06037462301,1,10,10,1,6,5,9
06037462202,7,7,7,7,6,2,6
06037462201,7,7,7,7,7,1,6
06037462002,2,2,2,10,1,3,8
06037462001,2,2,2,10,10,2,8
06037461902,10,10,10,10,10,1,9
06037461901,10,10,10,10,1,2,9
06037461502,8,8,8,4,3,3,8
06037186201,3,3,1,1,7,3,7
06037183702,1,1,10,1,7,5,7
06037183701,1,1,10,1,7,5,7
06037183402,3,3,1,1,6,3,7
06037183401,3,3,4,4,7,3,7
06037183222,3,3,4,3,1,5,1
06037183221,3,3,4,3,3,3,1
06037143603,7,7,7,7,1,2,6
06037701701,7,7,7,7,5,2,6
06037701302,7,7,7,7,3,2,6
06037701601,6,6,6,6,5,2,3
06037701801,1,1,1,1,4,2,7
06037701602,7,7,7,7,6,2,6
06037701501,7,7,7,7,6,2,6
06037701702,7,7,7,7,4,2,6
06037482001,9,9,6,3,1,5,1
06037482002,9,1,3,3,10,5,1
06037482101,3,1,3,3,3,3,5
06037482201,1,1,1,1,1,1,7
06037482202,1,1,10,1,10,5,7
06037482102,3,3,3,3,3,1,5
06037433802,4,4,4,3,6,3,10
06037433902,4,4,4,4,1,2,10
06037128910,1,7,7,7,3,3,2
06037500500,4,3,9,3,3,5,1
06037500402,4,4,4,4,3,2,10
06037128702,1,7,7,7,10,3,2
06037500600,4,4,4,4,4,1,10
06037541606,2,2,2,2,3,2,8
06037128302,1,10,10,10,1,3,9
06037602106,1,1,1,10,9,3,7
06037602002,4,4,4,4,4,1,10
06037128303,1,10,10,10,1,3,9
06037603001,1,1,1,4,5,3,7
06037602404,1,1,1,10,6,3,7
06037128220,1,1,10,1,3,5,7
06037602403,1,1,1,10,6,3,7
06037600703,1,8,8,8,10,3,8
06037602402,3,3,1,4,6,5,1
06037600602,1,8,2,2,10,5,2
06037601303,1,10,8,8,1,5,2
06037236000,6,8,8,8,2,3,8
06037236100,10,8,8,8,4,3,8
06037237300,8,8,8,8,4,2,8
06037237500,2,2,2,2,2,1,8
06037237600,2,2,2,2,2,1,8
06037237720,2,2,2,2,4,2,8
06037237800,8,8,8,8,2,2,8
06037237710,2,2,2,2,2,1,8
06037237900,8,8,8,8,2,2,8
06037239330,2,2,2,4,2,3,8
06037239310,2,2,2,2,4,2,8
06037239320,2,2,2,2,4,2,8
06037238310,2,2,2,2,2,1,8
06037238100,8,8,8,8,2,2,8
06037534002,4,4,4,4,4,1,10
06037533203,3,4,4,4,4,2,10
06037534301,4,4,4,4,4,1,10
06037532001,3,4,4,4,4,2,10
06037532303,4,4,4,4,4,1,10
06037534403,4,4,4,4,4,1,10
06037534700,3,3,3,3,4,2,5
06037430701,6,6,6,6,3,2,3
06037431700,6,3,6,6,3,5,4
06037430802,3,3,6,6,10,3,3
06037431400,3,6,3,3,3,3,5
06037431800,3,3,3,3,4,2,5
06037430400,6,6,6,6,10,2,3
06037430600,6,6,6,6,3,2,3
06037401602,3,9,1,9,3,4,1
06037400204,9,9,9,9,1,2,5
06037404000,9,9,3,3,3,2,5
06037401601,3,9,9,9,3,3,1
06037401701,9,6,6,6,3,3,4
06037542402,2,8,8,8,3,3,8
06037543100,8,8,8,8,4,2,8
06037553300,9,3,3,3,3,2,5
06037554802,4,3,3,3,3,2,5
06037554900,4,3,3,3,1,3,5
06037106604,9,9,4,9,3,5,1
06037553400,4,4,4,4,4,1,10
06037554002,3,3,3,4,3,3,5
06037570601,1,1,4,2,10,5,2
06037570901,9,3,3,3,3,2,5
06037570800,3,3,3,3,9,2,5
06037571200,3,3,3,3,3,1,5
06037571400,3,3,3,3,3,1,5
06037573401,1,1,1,3,10,3,7
06037572500,10,1,10,2,10,4,2
06037571502,3,3,3,1,3,3,5
06037208720,7,7,10,10,10,2,9
06037209402,10,10,10,10,10,1,9
06037297300,3,3,3,3,1,2,5
